instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,if_average
6432,4,0,9,13,0,5,1,1,0.66,0.6212,0.47,0.3284,72,194,266,1
6433,4,0,9,14,0,5,1,1,0.64,0.6212,0.47,0.2985,93,173,266,1
6434,4,0,9,15,0,5,1,0,0.64,0.6212,0.5,0.2836,52,193,245,1
6435,4,0,9,16,0,5,1,0,0.62,0.6212,0.53,0.2239,62,298,360,1
6436,4,0,9,17,0,5,1,0,0.62,0.6212,0.53,0.194,94,497,591,1
6437,4,0,9,18,0,5,1,0,0.58,0.5455,0.49,0.3582,62,449,511,1
6438,4,0,9,19,0,5,1,0,0.54,0.5152,0.52,0.2836,42,332,374,1
6439,4,0,9,20,0,5,1,0,0.54,0.5152,0.52,0.2836,28,202,230,1
6440,4,0,9,21,0,5,1,0,0.52,0.5,0.55,0.194,27,179,206,1
6441,4,0,9,22,0,5,1,0,0.52,0.5,0.55,0.3284,30,129,159,0
6442,4,0,9,23,0,5,1,0,0.52,0.5,0.55,0.3284,23,109,132,0
6443,4,0,10,0,0,6,0,0,0.5,0.4848,0.63,0.3881,24,106,130,0
6444,4,0,10,1,0,6,0,0,0.48,0.4697,0.67,0.3284,11,47,58,0
6445,4,0,10,2,0,6,0,0,0.46,0.4545,0.63,0.4179,21,46,67,0
6446,4,0,10,3,0,6,0,0,0.46,0.4545,0.59,0.4179,8,17,25,0
6447,4,0,10,4,0,6,0,0,0.44,0.4394,0.58,0.4179,2,6,8,0
6448,4,0,10,5,0,6,0,1,0.44,0.4394,0.62,0.2985,1,4,5,0
6449,4,0,10,6,0,6,0,0,0.42,0.4242,0.67,0.3284,4,15,19,0
6450,4,0,10,7,0,6,0,1,0.42,0.4242,0.67,0.2537,6,30,36,0
6451,4,0,10,8,0,6,0,1,0.4,0.4091,0.76,0.3284,9,58,67,0
6452,4,0,10,9,0,6,0,1,0.4,0.4091,0.82,0.3582,17,112,129,0
6453,4,0,10,10,0,6,0,1,0.4,0.4091,0.76,0.3582,21,100,121,0
6454,4,0,10,11,0,6,0,1,0.38,0.3939,0.82,0.3284,30,102,132,0
6455,4,0,10,12,0,6,0,1,0.4,0.4091,0.82,0.2537,28,130,158,0
6456,4,0,10,13,0,6,0,1,0.4,0.4091,0.82,0.3284,27,98,125,0
6457,4,0,10,14,0,6,0,1,0.42,0.4242,0.71,0.3582,33,147,180,0
6458,4,0,10,15,0,6,0,1,0.42,0.4242,0.71,0.2836,41,154,195,1
6459,4,0,10,16,0,6,0,1,0.4,0.4091,0.76,0.2985,58,165,223,1
6460,4,0,10,17,0,6,0,1,0.4,0.4091,0.76,0.194,58,170,228,1
6461,4,0,10,18,0,6,0,1,0.38,0.3939,0.87,0.2239,23,117,140,0
6462,4,0,10,19,0,6,0,1,0.38,0.3939,0.82,0.194,27,99,126,0
6463,4,0,10,20,0,6,0,1,0.36,0.3636,0.87,0.1045,8,58,66,0
6464,4,0,10,21,0,6,0,1,0.36,0.3636,0.87,0.1045,3,53,56,0
6465,4,0,10,22,0,6,0,1,0.36,0.3485,0.93,0.2239,12,58,70,0
6466,4,0,10,23,0,6,0,1,0.36,0.3485,0.93,0.2239,8,57,65,0
6467,4,0,10,0,0,0,0,1,0.36,0.3333,0.93,0.2985,4,43,47,0
6468,4,0,10,1,0,0,0,1,0.34,0.3182,0.87,0.2537,1,23,24,0
6469,4,0,10,2,0,0,0,1,0.34,0.303,0.87,0.2985,3,27,30,0
6470,4,0,10,3,0,0,0,1,0.34,0.3182,0.87,0.2836,4,5,9,0
6471,4,0,10,4,0,0,0,1,0.34,0.3182,0.87,0.2537,4,3,7,0
6472,4,0,10,5,0,0,0,0,0.32,0.303,0.87,0.2836,0,7,7,0
6473,4,0,10,6,0,0,0,0,0.32,0.3182,0.81,0.1642,2,13,15,0
6474,4,0,10,7,0,0,0,0,0.34,0.3333,0.76,0.194,5,24,29,0
6475,4,0,10,8,0,0,0,1,0.34,0.3333,0.76,0.194,14,50,64,0
6476,4,0,10,9,0,0,0,0,0.36,0.3333,0.76,0.3582,19,96,115,0
6477,4,0,10,10,0,0,0,1,0.36,0.3333,0.71,0.2836,60,188,248,1
6478,4,0,10,11,0,0,0,1,0.38,0.3939,0.66,0.2537,74,218,292,1
6479,4,0,10,12,0,0,0,1,0.4,0.4091,0.62,0.194,78,243,321,1
6480,4,0,10,13,0,0,0,1,0.4,0.4091,0.62,0.2239,84,224,308,1
6481,4,0,10,14,0,0,0,1,0.36,0.3485,0.81,0.1642,61,195,256,1
6482,4,0,10,15,0,0,0,1,0.36,0.3333,0.81,0.2537,29,144,173,0
6483,4,0,10,16,0,0,0,1,0.36,0.3485,0.87,0.194,44,162,206,1
6484,4,0,10,17,0,0,0,1,0.36,0.3485,0.87,0.1642,32,135,167,0
6485,4,0,10,18,0,0,0,1,0.36,0.3485,0.81,0.194,16,158,174,0
6486,4,0,10,19,0,0,0,1,0.38,0.3939,0.76,0.1642,34,128,162,0
6487,4,0,10,20,0,0,0,1,0.36,0.3333,0.76,0.2537,16,71,87,0
6488,4,0,10,21,0,0,0,0,0.36,0.3485,0.71,0.2239,17,71,88,0
6489,4,0,10,22,0,0,0,1,0.36,0.3636,0.81,0.0896,9,55,64,0
6490,4,0,10,23,0,0,0,0,0.36,0.3636,0.81,0.0896,6,19,25,0
6491,4,0,10,0,0,1,1,0,0.34,0.3485,0.87,0.1045,3,13,16,0
6492,4,0,10,1,0,1,1,0,0.36,0.3636,0.81,0.0896,1,5,6,0
6493,4,0,10,2,0,1,1,0,0.36,0.3636,0.76,0.1045,0,4,4,0
6494,4,0,10,3,0,1,1,0,0.36,0.3788,0.81,0,1,6,7,0
6495,4,0,10,4,0,1,1,0,0.34,0.3485,0.87,0.1045,2,6,8,0
6496,4,0,10,5,0,1,1,1,0.36,0.3636,0.76,0.1045,4,17,21,0
6497,4,0,10,6,0,1,1,1,0.36,0.3788,0.71,0,3,91,94,0
6498,4,0,10,7,0,1,1,1,0.36,0.3485,0.71,0.1343,8,241,249,1
6499,4,0,10,8,0,1,1,1,0.36,0.3636,0.71,0.1045,13,359,372,1
6500,4,0,10,9,0,1,1,1,0.4,0.4091,0.66,0.0896,12,141,153,0
6501,4,0,10,10,0,1,1,1,0.4,0.4091,0.66,0.1045,19,82,101,0
6502,4,0,10,11,0,1,1,1,0.4,0.4091,0.71,0.2239,26,100,126,0
6503,4,0,10,12,0,1,1,1,0.4,0.4091,0.71,0.1343,29,118,147,0
6504,4,0,10,13,0,1,1,1,0.42,0.4242,0.67,0.1642,16,102,118,0
6505,4,0,10,14,0,1,1,1,0.4,0.4091,0.76,0,26,94,120,0
6506,4,0,10,15,0,1,1,1,0.4,0.4091,0.76,0,22,79,101,0
6507,4,0,10,16,0,1,1,1,0.4,0.4091,0.76,0.1045,16,202,218,1
6508,4,0,10,17,0,1,1,1,0.4,0.4091,0.76,0.1642,40,455,495,1
6509,4,0,10,18,0,1,1,1,0.4,0.4091,0.76,0.1642,28,384,412,1
6510,4,0,10,19,0,1,1,0,0.4,0.4091,0.76,0,15,300,315,1
6511,4,0,10,20,0,1,1,1,0.4,0.4091,0.82,0,13,191,204,1
6512,4,0,10,21,0,1,1,1,0.4,0.4091,0.82,0,10,128,138,0
6513,4,0,10,22,0,1,1,1,0.4,0.4091,0.82,0,12,79,91,0
6514,4,0,10,23,0,1,1,1,0.4,0.4091,0.82,0.1045,11,43,54,0
6515,4,0,10,0,0,2,1,1,0.4,0.4091,0.87,0.0896,5,22,27,0
6516,4,0,10,1,0,2,1,1,0.4,0.4091,0.87,0.1045,1,8,9,0
6517,4,0,10,2,0,2,1,1,0.4,0.4091,0.87,0,1,2,3,0
6518,4,0,10,3,0,2,1,0,0.4,0.4091,0.82,0.1045,3,3,6,0
6519,4,0,10,4,0,2,1,0,0.4,0.4091,0.82,0.0896,3,4,7,0
6520,4,0,10,5,0,2,1,0,0.4,0.4091,0.82,0.1343,2,25,27,0
6521,4,0,10,6,0,2,1,0,0.4,0.4091,0.82,0.1045,3,109,112,0
6522,4,0,10,7,0,2,1,0,0.42,0.4242,0.82,0.2836,11,298,309,1
6523,4,0,10,8,0,2,1,0,0.44,0.4394,0.77,0.2239,28,372,400,1
6524,4,0,10,9,0,2,1,0,0.46,0.4545,0.67,0.2537,19,168,187,0
6525,4,0,10,10,0,2,1,0,0.48,0.4697,0.67,0.2836,19,107,126,0
6526,4,0,10,11,0,2,1,0,0.54,0.5152,0.64,0.2836,22,102,124,0
6527,4,0,10,12,0,2,1,0,0.56,0.5303,0.56,0.2985,39,160,199,1
6528,4,0,10,13,0,2,1,0,0.56,0.5303,0.56,0.2985,20,153,173,0
6529,4,0,10,14,0,2,1,0,0.58,0.5455,0.53,0.2537,27,156,183,0
6530,4,0,10,15,0,2,1,0,0.58,0.5455,0.56,0.2836,28,166,194,1
6531,4,0,10,16,0,2,1,0,0.58,0.5455,0.56,0.3284,36,273,309,1
6532,4,0,10,17,0,2,1,0,0.56,0.5303,0.6,0.3881,55,530,585,1
6533,4,0,10,18,0,2,1,0,0.54,0.5152,0.64,0.2836,68,456,524,1
6534,4,0,10,19,0,2,1,0,0.52,0.5,0.68,0.2239,35,310,345,1
6535,4,0,10,20,0,2,1,0,0.52,0.5,0.68,0.2239,25,236,261,1
6536,4,0,10,21,0,2,1,0,0.5,0.4848,0.72,0.1343,22,144,166,0
6537,4,0,10,22,0,2,1,0,0.5,0.4848,0.72,0.1343,8,106,114,0
6538,4,0,10,23,0,2,1,0,0.48,0.4697,0.77,0.1343,6,60,66,0
6539,4,0,10,0,0,3,1,0,0.48,0.4697,0.77,0.1343,7,36,43,0
6540,4,0,10,1,0,3,1,0,0.48,0.4697,0.77,0.1642,4,7,11,0
6541,4,0,10,2,0,3,1,0,0.46,0.4545,0.82,0.1642,1,2,3,0
6542,4,0,10,3,0,3,1,0,0.46,0.4545,0.82,0.1045,1,5,6,0
6543,4,0,10,4,0,3,1,0,0.44,0.4394,0.88,0,1,4,5,0
6544,4,0,10,5,0,3,1,0,0.44,0.4394,0.82,0.1343,3,29,32,0
6545,4,0,10,6,0,3,1,0,0.44,0.4394,0.82,0.1045,5,112,117,0
6546,4,0,10,7,0,3,1,0,0.46,0.4545,0.77,0.1045,9,292,301,1
6547,4,0,10,8,0,3,1,0,0.52,0.5,0.63,0,26,441,467,1
6548,4,0,10,9,0,3,1,0,0.54,0.5152,0.6,0.2985,32,187,219,1
6549,4,0,10,10,0,3,1,0,0.56,0.5303,0.56,0.3881,30,103,133,0
6550,4,0,10,11,0,3,1,0,0.6,0.6212,0.46,0.2836,32,138,170,0
6551,4,0,10,12,0,3,1,0,0.62,0.6212,0.43,0.3284,34,180,214,1
6552,4,0,10,13,0,3,1,0,0.64,0.6212,0.41,0.2239,30,189,219,1
6553,4,0,10,14,0,3,1,0,0.64,0.6212,0.41,0.2836,34,156,190,1
6554,4,0,10,15,0,3,1,0,0.64,0.6212,0.47,0.2836,35,147,182,0
6555,4,0,10,16,0,3,1,0,0.64,0.6212,0.47,0.3284,37,245,282,1
6556,4,0,10,17,0,3,1,0,0.64,0.6212,0.47,0.2537,66,525,591,1
6557,4,0,10,18,0,3,1,0,0.6,0.6212,0.53,0.1642,57,536,593,1
6558,4,0,10,19,0,3,1,0,0.58,0.5455,0.56,0.1343,40,334,374,1
6559,4,0,10,20,0,3,1,0,0.52,0.5,0.77,0.1642,18,228,246,1
6560,4,0,10,21,0,3,1,0,0.5,0.4848,0.82,0.1045,28,173,201,1
6561,4,0,10,22,0,3,1,0,0.52,0.5,0.72,0,20,134,154,0
6562,4,0,10,23,0,3,1,0,0.5,0.4848,0.77,0.1045,9,64,73,0
6563,4,0,10,0,0,4,1,0,0.5,0.4848,0.72,0.194,6,34,40,0
6564,4,0,10,1,0,4,1,0,0.48,0.4697,0.63,0.194,5,17,22,0
6565,4,0,10,2,0,4,1,0,0.46,0.4545,0.67,0.194,2,8,10,0
6566,4,0,10,3,0,4,1,0,0.44,0.4394,0.67,0.2239,1,4,5,0
6567,4,0,10,4,0,4,1,0,0.44,0.4394,0.62,0.2836,0,5,5,0
6568,4,0,10,5,0,4,1,0,0.42,0.4242,0.62,0.194,0,24,24,0
6569,4,0,10,6,0,4,1,0,0.4,0.4091,0.66,0.194,4,110,114,0
6570,4,0,10,7,0,4,1,0,0.42,0.4242,0.62,0.194,15,287,302,1
6571,4,0,10,8,0,4,1,0,0.44,0.4394,0.62,0.1642,20,437,457,1
6572,4,0,10,9,0,4,1,0,0.46,0.4545,0.63,0.194,20,188,208,1
6573,4,0,10,10,0,4,1,0,0.52,0.5,0.52,0,24,105,129,0
6574,4,0,10,11,0,4,1,0,0.54,0.5152,0.49,0,29,115,144,0
6575,4,0,10,12,0,4,1,0,0.56,0.5303,0.49,0.0896,46,180,226,1
6576,4,0,10,13,0,4,1,0,0.56,0.5303,0.46,0.0896,33,158,191,1
6577,4,0,10,14,0,4,1,0,0.58,0.5455,0.43,0.0896,56,139,195,1
6578,4,0,10,15,0,4,1,0,0.58,0.5455,0.46,0.1343,62,157,219,1
6579,4,0,10,16,0,4,1,0,0.58,0.5455,0.49,0.194,51,272,323,1
6580,4,0,10,17,0,4,1,0,0.56,0.5303,0.52,0.1343,63,505,568,1
6581,4,0,10,18,0,4,1,0,0.54,0.5152,0.64,0.0896,59,479,538,1
6582,4,0,10,19,0,4,1,0,0.52,0.5,0.59,0.1045,38,305,343,1
6583,4,0,10,20,0,4,1,0,0.5,0.4848,0.77,0.1045,29,231,260,1
6584,4,0,10,21,0,4,1,0,0.46,0.4545,0.88,0.0896,34,161,195,1
6585,4,0,10,22,0,4,1,0,0.46,0.4545,0.82,0,24,124,148,0
6586,4,0,10,23,0,4,1,0,0.44,0.4394,0.88,0.0896,18,81,99,0
6587,4,0,10,0,0,5,1,0,0.44,0.4394,0.88,0,19,48,67,0
6588,4,0,10,1,0,5,1,0,0.44,0.4394,0.88,0,3,25,28,0
6589,4,0,10,2,0,5,1,0,0.42,0.4242,0.88,0,0,5,5,0
6590,4,0,10,3,0,5,1,0,0.4,0.4091,0.87,0,1,9,10,0
6591,4,0,10,4,0,5,1,0,0.4,0.4091,0.87,0.1045,0,5,5,0
6592,4,0,10,5,0,5,1,0,0.42,0.4242,0.82,0,3,24,27,0
6593,4,0,10,6,0,5,1,0,0.42,0.4242,0.88,0,3,84,87,0
6594,4,0,10,7,0,5,1,0,0.42,0.4242,0.94,0,5,237,242,1
6595,4,0,10,8,0,5,1,0,0.46,0.4545,0.82,0,31,386,417,1
6596,4,0,10,9,0,5,1,0,0.48,0.4697,0.77,0,34,207,241,1
6597,4,0,10,10,0,5,1,0,0.52,0.5,0.68,0.0896,48,126,174,0
6598,4,0,10,11,0,5,1,0,0.56,0.5303,0.63,0,80,150,230,1
6599,4,0,10,12,0,5,1,0,0.6,0.6212,0.53,0,61,174,235,1
6600,4,0,10,13,0,5,1,0,0.6,0.6212,0.46,0,95,210,305,1
6601,4,0,10,14,0,5,1,0,0.62,0.6212,0.5,0,77,179,256,1
6602,4,0,10,15,0,5,1,0,0.66,0.6212,0.41,0,68,202,270,1
6603,4,0,10,16,0,5,1,0,0.64,0.6212,0.44,0,73,346,419,1
6604,4,0,10,17,0,5,1,0,0.6,0.6212,0.56,0.2537,101,462,563,1
6605,4,0,10,18,0,5,1,0,0.56,0.5303,0.6,0.0896,94,371,465,1
6606,4,0,10,19,0,5,1,0,0.56,0.5303,0.52,0,51,243,294,1
6607,4,0,10,20,0,5,1,0,0.54,0.5152,0.49,0,30,167,197,1
6608,4,0,10,21,0,5,1,0,0.5,0.4848,0.68,0,22,144,166,0
6609,4,0,10,22,0,5,1,0,0.5,0.4848,0.68,0,27,119,146,0
6610,4,0,10,23,0,5,1,0,0.5,0.4848,0.63,0,23,113,136,0
6611,4,0,10,0,0,6,0,0,0.48,0.4697,0.72,0,17,72,89,0
6612,4,0,10,1,0,6,0,0,0.46,0.4545,0.82,0,14,51,65,0
6613,4,0,10,2,0,6,0,0,0.46,0.4545,0.82,0,4,41,45,0
6614,4,0,10,3,0,6,0,0,0.44,0.4394,0.88,0,4,16,20,0
6615,4,0,10,4,0,6,0,0,0.42,0.4242,0.94,0.1343,3,7,10,0
6616,4,0,10,5,0,6,0,0,0.42,0.4242,0.88,0.1045,1,7,8,0
6617,4,0,10,6,0,6,0,0,0.42,0.4242,0.94,0,6,16,22,0
6618,4,0,10,7,0,6,0,0,0.42,0.4242,0.94,0.0896,27,46,73,0
6619,4,0,10,8,0,6,0,0,0.46,0.4545,0.82,0,14,89,103,0
6620,4,0,10,9,0,6,0,0,0.5,0.4848,0.77,0,54,163,217,1
6621,4,0,10,10,0,6,0,0,0.52,0.5,0.77,0,120,217,337,1
6622,4,0,10,11,0,6,0,0,0.58,0.5455,0.56,0,176,221,397,1
6623,4,0,10,12,0,6,0,0,0.62,0.6212,0.35,0,191,255,446,1
6624,4,0,10,13,0,6,0,0,0.62,0.6212,0.46,0.1045,256,229,485,1
6625,4,0,10,14,0,6,0,0,0.62,0.6212,0.5,0.0896,251,214,465,1
6626,4,0,10,15,0,6,0,0,0.66,0.6212,0.39,0,262,234,496,1
6627,4,0,10,16,0,6,0,0,0.64,0.6212,0.44,0.0896,221,230,451,1
6628,4,0,10,17,0,6,0,0,0.62,0.6212,0.5,0.1343,174,219,393,1
6629,4,0,10,18,0,6,0,0,0.6,0.6212,0.46,0.1045,135,224,359,1
6630,4,0,10,19,0,6,0,0,0.54,0.5152,0.68,0.1343,76,172,248,1
6631,4,0,10,20,0,6,0,0,0.52,0.5,0.77,0.1045,78,124,202,1
6632,4,0,10,21,0,6,0,0,0.52,0.5,0.77,0,54,133,187,0
6633,4,0,10,22,0,6,0,0,0.5,0.4848,0.77,0,45,104,149,0
6634,4,0,10,23,0,6,0,0,0.48,0.4697,0.88,0,52,90,142,0
6635,4,0,10,0,0,0,0,0,0.46,0.4545,0.88,0.0896,46,83,129,0
6636,4,0,10,1,0,0,0,0,0.46,0.4545,0.88,0,15,63,78,0
6637,4,0,10,2,0,0,0,0,0.46,0.4545,0.88,0,20,35,55,0
6638,4,0,10,3,0,0,0,0,0.44,0.4394,0.88,0,10,20,30,0
6639,4,0,10,4,0,0,0,0,0.44,0.4394,0.88,0,7,7,14,0
6640,4,0,10,5,0,0,0,0,0.44,0.4394,0.88,0,1,14,15,0
6641,4,0,10,6,0,0,0,0,0.44,0.4394,0.88,0,7,14,21,0
6642,4,0,10,7,0,0,0,0,0.44,0.4394,0.86,0,18,26,44,0
6643,4,0,10,8,0,0,0,0,0.46,0.4545,0.88,0,25,82,107,0
6644,4,0,10,9,0,0,0,0,0.5,0.4848,0.77,0,66,119,185,0
6645,4,0,10,10,0,0,0,0,0.56,0.5303,0.68,0.0896,155,210,365,1
6646,4,0,10,11,0,0,0,0,0.62,0.6212,0.53,0.0896,189,234,423,1
6647,4,0,10,12,0,0,0,0,0.64,0.6212,0.44,0.0896,212,243,455,1
6648,4,0,10,13,0,0,0,0,0.66,0.6212,0.44,0.0896,225,193,418,1
6649,4,0,10,14,0,0,0,0,0.68,0.6364,0.47,0.1642,272,228,500,1
6650,4,0,10,15,0,0,0,0,0.68,0.6364,0.51,0.1642,198,209,407,1
6651,4,0,10,16,0,0,0,0,0.66,0.6212,0.5,0.1343,223,247,470,1
6652,4,0,10,17,0,0,0,0,0.62,0.6061,0.61,0.1045,208,230,438,1
6653,4,0,10,18,0,0,0,0,0.64,0.6212,0.5,0.1045,186,228,414,1
6654,4,0,10,19,0,0,0,0,0.56,0.5303,0.73,0.0896,116,186,302,1
6655,4,0,10,20,0,0,0,0,0.56,0.5303,0.73,0.1045,59,134,193,1
6656,4,0,10,21,0,0,0,0,0.54,0.5152,0.83,0.1045,53,120,173,0
6657,4,0,10,22,0,0,0,1,0.52,0.5,0.94,0,48,104,152,0
6658,4,0,10,23,0,0,0,0,0.5,0.4848,0.88,0.1045,38,85,123,0
6659,4,0,10,0,1,1,0,0,0.5,0.4848,0.94,0,11,42,53,0
6660,4,0,10,1,1,1,0,0,0.48,0.4697,0.88,0,4,30,34,0
6661,4,0,10,2,1,1,0,0,0.48,0.4697,0.88,0,4,15,19,0
6662,4,0,10,3,1,1,0,0,0.46,0.4545,0.88,0,2,9,11,0
6663,4,0,10,4,1,1,0,0,0.46,0.4545,0.94,0,2,4,6,0
6664,4,0,10,5,1,1,0,0,0.46,0.4545,0.94,0,2,19,21,0
6665,4,0,10,6,1,1,0,0,0.44,0.4394,0.94,0,5,39,44,0
6666,4,0,10,7,1,1,0,0,0.46,0.4545,0.88,0,12,102,114,0
6667,4,0,10,8,1,1,0,0,0.52,0.5,0.83,0,27,227,254,1
6668,4,0,10,9,1,1,0,0,0.54,0.5152,0.77,0,58,161,219,1
6669,4,0,10,10,1,1,0,0,0.56,0.5303,0.73,0.1642,107,158,265,1
6670,4,0,10,11,1,1,0,0,0.62,0.6061,0.69,0.0896,139,183,322,1
6671,4,0,10,12,1,1,0,1,0.7,0.6515,0.48,0.0896,164,201,365,1
6672,4,0,10,13,1,1,0,0,0.72,0.6515,0.37,0,146,219,365,1
6673,4,0,10,14,1,1,0,0,0.74,0.6515,0.37,0,147,223,370,1
6674,4,0,10,15,1,1,0,1,0.72,0.6515,0.42,0.1045,130,254,384,1
6675,4,0,10,16,1,1,0,1,0.7,0.6364,0.45,0.0896,154,248,402,1
6676,4,0,10,17,1,1,0,1,0.66,0.6212,0.54,0.1045,125,334,459,1
6677,4,0,10,18,1,1,0,1,0.64,0.6212,0.53,0,108,365,473,1
6678,4,0,10,19,1,1,0,1,0.58,0.5455,0.78,0.0896,69,267,336,1
6679,4,0,10,20,1,1,0,0,0.6,0.5909,0.73,0,37,188,225,1
6680,4,0,10,21,1,1,0,0,0.56,0.5303,0.88,0.0896,27,148,175,0
6681,4,0,10,22,1,1,0,0,0.56,0.5303,0.88,0.0896,22,104,126,0
6682,4,0,10,23,1,1,0,1,0.54,0.5152,0.88,0.1045,12,63,75,0
6683,4,0,10,0,0,2,1,1,0.54,0.5152,0.88,0,14,16,30,0
6684,4,0,10,1,0,2,1,1,0.52,0.5,0.94,0.0896,2,9,11,0
6685,4,0,10,2,0,2,1,1,0.52,0.5,0.94,0.1343,1,4,5,0
6686,4,0,10,3,0,2,1,1,0.52,0.5,0.88,0.1045,2,1,3,0
6687,4,0,10,4,0,2,1,1,0.52,0.5,0.88,0.1343,0,5,5,0
6688,4,0,10,5,0,2,1,1,0.52,0.5,0.88,0,0,20,20,0
6689,4,0,10,6,0,2,1,0,0.52,0.5,0.83,0.0896,9,114,123,0
6690,4,0,10,7,0,2,1,1,0.52,0.5,0.88,0.0896,19,333,352,1
6691,4,0,10,8,0,2,1,1,0.56,0.5303,0.83,0.1045,31,375,406,1
6692,4,0,10,9,0,2,1,1,0.6,0.5909,0.69,0,40,195,235,1
6693,4,0,10,10,0,2,1,1,0.6,0.5909,0.69,0.1343,38,111,149,0
6694,4,0,10,11,0,2,1,1,0.6,0.5909,0.73,0.1642,31,92,123,0
6695,4,0,10,12,0,2,1,1,0.6,0.5909,0.73,0.1642,51,130,181,0
6696,4,0,10,13,0,2,1,1,0.6,0.5909,0.73,0.194,42,138,180,0
6697,4,0,10,14,0,2,1,1,0.6,0.5909,0.73,0.1045,54,117,171,0
6698,4,0,10,15,0,2,1,1,0.6,0.5758,0.78,0.1642,36,139,175,0
6699,4,0,10,16,0,2,1,1,0.6,0.5909,0.73,0.1642,63,257,320,1
6700,4,0,10,17,0,2,1,1,0.6,0.5758,0.78,0.2537,70,534,604,1
6701,4,0,10,18,0,2,1,1,0.6,0.5758,0.78,0.2239,46,493,539,1
6702,4,0,10,19,0,2,1,1,0.58,0.5455,0.83,0.2239,33,285,318,1
6703,4,0,10,20,0,2,1,1,0.58,0.5455,0.83,0.2239,31,203,234,1
6704,4,0,10,21,0,2,1,1,0.58,0.5455,0.78,0.194,17,158,175,0
6705,4,0,10,22,0,2,1,1,0.56,0.5303,0.83,0.194,27,120,147,0
6706,4,0,10,23,0,2,1,1,0.56,0.5303,0.83,0.2836,10,47,57,0
6707,4,0,10,0,0,3,1,1,0.56,0.5303,0.83,0.1343,2,23,25,0
6708,4,0,10,1,0,3,1,1,0.56,0.5303,0.83,0.1343,2,8,10,0
6709,4,0,10,2,0,3,1,1,0.56,0.5303,0.83,0.2836,0,2,2,0
6710,4,0,10,3,0,3,1,1,0.54,0.5152,0.94,0.2985,0,2,2,0
6711,4,0,10,4,0,3,1,1,0.54,0.5152,0.94,0.3881,1,6,7,0
6712,4,0,10,5,0,3,1,1,0.54,0.5152,0.88,0.3284,0,22,22,0
6713,4,0,10,6,0,3,1,1,0.54,0.5152,0.88,0.2537,5,107,112,0
6714,4,0,10,7,0,3,1,1,0.54,0.5152,0.88,0.3881,15,244,259,1
6715,4,0,10,8,0,3,1,1,0.54,0.5152,0.88,0.3881,27,377,404,1
6716,4,0,10,9,0,3,1,1,0.54,0.5152,0.88,0.4478,14,183,197,1
6717,4,0,10,10,0,3,1,1,0.54,0.5152,0.88,0.3881,15,98,113,0
6718,4,0,10,11,0,3,1,1,0.54,0.5152,0.94,0.3284,18,102,120,0
6719,4,0,10,12,0,3,1,1,0.54,0.5152,0.88,0.3284,9,53,62,0
6720,4,0,10,13,0,3,1,1,0.54,0.5152,0.88,0.2239,25,76,101,0
6721,4,0,10,14,0,3,1,1,0.54,0.5152,0.94,0.2836,8,70,78,0
6722,4,0,10,15,0,3,1,1,0.54,0.5152,0.94,0.2537,3,42,45,0
6723,4,0,10,16,0,3,1,1,0.56,0.5303,0.88,0.2239,5,50,55,0
6724,4,0,10,17,0,3,1,1,0.54,0.5152,0.94,0.2239,16,235,251,1
6725,4,0,10,18,0,3,1,1,0.54,0.5152,0.94,0.1343,11,161,172,0
6726,4,0,10,19,0,3,1,1,0.54,0.5152,0.94,0.1343,7,102,109,0
6727,4,0,10,20,0,3,1,1,0.54,0.5152,0.94,0.1045,9,81,90,0
6728,4,0,10,21,0,3,1,1,0.54,0.5152,1,0.1045,9,74,83,0
6729,4,0,10,22,0,3,1,1,0.54,0.5152,0.94,0.0896,3,40,43,0
6730,4,0,10,23,0,3,1,1,0.54,0.5152,0.94,0.0896,13,41,54,0
6731,4,0,10,0,0,4,1,1,0.54,0.5152,0.94,0.1343,1,14,15,0
6732,4,0,10,1,0,4,1,1,0.54,0.5152,0.94,0,3,9,12,0
6733,4,0,10,2,0,4,1,1,0.54,0.5152,0.94,0,0,4,4,0
6734,4,0,10,3,0,4,1,1,0.54,0.5152,1,0.194,2,4,6,0
6735,4,0,10,4,0,4,1,1,0.54,0.5152,1,0.1045,2,5,7,0
6736,4,0,10,5,0,4,1,1,0.54,0.5152,1,0.1045,1,16,17,0
6737,4,0,10,6,0,4,1,1,0.54,0.5152,1,0.0896,1,51,52,0
6738,4,0,10,7,0,4,1,1,0.54,0.5152,1,0.1343,5,76,81,0
6739,4,0,10,8,0,4,1,1,0.54,0.5152,1,0.0896,10,199,209,1
6740,4,0,10,9,0,4,1,1,0.56,0.5303,1,0.1045,3,106,109,0
6741,4,0,10,10,0,4,1,1,0.56,0.5303,1,0.1343,16,53,69,0
6742,4,0,10,11,0,4,1,1,0.62,0.5758,0.83,0,8,76,84,0
6743,4,0,10,12,0,4,1,1,0.62,0.5606,0.88,0,10,95,105,0
6744,4,0,10,13,0,4,1,1,0.64,0.5758,0.83,0.1642,20,142,162,0
6745,4,0,10,14,0,4,1,0,0.66,0.6061,0.78,0.194,22,111,133,0
6746,4,0,10,15,0,4,1,0,0.66,0.6061,0.78,0.194,27,128,155,0
6747,4,0,10,16,0,4,1,0,0.66,0.6212,0.74,0.2239,36,240,276,1
